<<<<<<< HEAD
16.000000000000000 0.000000000000000 0.466802439392539
16.000000000000000 1.000000000000000 0.131102585065937
16.000000000000000 2.000000000000000 0.069712729751106
16.000000000000000 3.000000000000000 0.034466479329537
16.000000000000000 4.000000000000000 0.016412565282174
16.000000000000000 5.000000000000000 0.007794466086620
=======
16.000000000000000 0.000000000000000 0.466802439392540
16.000000000000000 1.000000000000000 0.131102585065941
16.000000000000000 2.000000000000000 0.069712729751110
16.000000000000000 3.000000000000000 0.034466479329540
16.000000000000000 4.000000000000000 0.016412565282175
16.000000000000000 5.000000000000000 0.007794466086621
>>>>>>> 50bc5265d0e74c5fe65471697ec9b24e31350b73
16.000000000000000 6.000000000000000 0.003899959443642
16.000000000000000 7.000000000000000 0.002285111492425
