<<<<<<< HEAD
16.000000000000000 0.000000000000000 0.474894638542356
16.000000000000000 1.000000000000000 0.132916847312454
16.000000000000000 2.000000000000000 0.068702044701140
16.000000000000000 3.000000000000000 0.032914568699165
16.000000000000000 4.000000000000000 0.015146118222540
16.000000000000000 5.000000000000000 0.006928074146629
16.000000000000000 6.000000000000000 0.003327030308894
16.000000000000000 7.000000000000000 0.001873725980959
=======
16.000000000000000 0.000000000000000 0.474894638542367
16.000000000000000 1.000000000000000 0.132916847312494
16.000000000000000 2.000000000000000 0.068702044701179
16.000000000000000 3.000000000000000 0.032914568699191
16.000000000000000 4.000000000000000 0.015146118222555
16.000000000000000 5.000000000000000 0.006928074146636
16.000000000000000 6.000000000000000 0.003327030308897
16.000000000000000 7.000000000000000 0.001873725980961
>>>>>>> 50bc5265d0e74c5fe65471697ec9b24e31350b73
