<<<<<<< HEAD
24.000000000000000 0.000000000000000 0.180237080756749
24.000000000000000 1.000000000000000 0.037235283515020
24.000000000000000 2.000000000000000 0.023740686386437
24.000000000000000 3.000000000000000 0.014619078831031
24.000000000000000 4.000000000000000 0.008802568570774
24.000000000000000 5.000000000000000 0.005229595058401
24.000000000000000 6.000000000000000 0.003091225726346
24.000000000000000 7.000000000000000 0.001836291649353
24.000000000000000 8.000000000000000 0.001112039413677
24.000000000000000 9.000000000000000 0.000701980927574
=======
24.000000000000000 0.000000000000000 0.180237080756801
24.000000000000000 1.000000000000000 0.037235283515030
24.000000000000000 2.000000000000000 0.023740686386442
24.000000000000000 3.000000000000000 0.014619078831034
24.000000000000000 4.000000000000000 0.008802568570775
24.000000000000000 5.000000000000000 0.005229595058400
24.000000000000000 6.000000000000000 0.003091225726345
24.000000000000000 7.000000000000000 0.001836291649352
24.000000000000000 8.000000000000000 0.001112039413676
24.000000000000000 9.000000000000000 0.000701980927573
>>>>>>> 50bc5265d0e74c5fe65471697ec9b24e31350b73
24.000000000000000 10.000000000000000 0.000477931569453
24.000000000000000 11.000000000000000 0.000367555758726
