<<<<<<< HEAD
24.000000000000000 0.000000000000000 0.176512191350226
24.000000000000000 1.000000000000000 0.035723517015598
24.000000000000000 2.000000000000000 0.023553932053783
24.000000000000000 3.000000000000000 0.015045684722398
24.000000000000000 4.000000000000000 0.009419886352690
24.000000000000000 5.000000000000000 0.005831748534767
24.000000000000000 6.000000000000000 0.003600540451118
24.000000000000000 7.000000000000000 0.002239747240581
=======
24.000000000000000 0.000000000000000 0.176512191350251
24.000000000000000 1.000000000000000 0.035723517015603
24.000000000000000 2.000000000000000 0.023553932053785
24.000000000000000 3.000000000000000 0.015045684722398
24.000000000000000 4.000000000000000 0.009419886352690
24.000000000000000 5.000000000000000 0.005831748534766
24.000000000000000 6.000000000000000 0.003600540451118
24.000000000000000 7.000000000000000 0.002239747240580
>>>>>>> 50bc5265d0e74c5fe65471697ec9b24e31350b73
24.000000000000000 8.000000000000000 0.001423927037163
24.000000000000000 9.000000000000000 0.000944855690567
24.000000000000000 10.000000000000000 0.000674374974549
24.000000000000000 11.000000000000000 0.000537662042872
