

5 10 0.52  0.203412416334836  0.00744722690108912
5 10 0.54  0.185070192293876  0.0059207816802037
5 10 0.56  0.169202208669115  0.00464883733226642
5 10 0.58  0.155494956596381  0.00360753681235759
5 10 0.60  0.143655151476669  0.00277705027856415
5 10 0.62  0.133412461942361  0.00214030523422937
5 10 0.64  0.124522958997575  0.00168063498113789
5 10 0.66  0.116771222298627  0.00137694071102022
5 10 0.68  0.109971456650723  0.00119788154139365
5 10 0.70  0.103966601918621  0.00110273014128635


5 14 0.25  0.49584838336224  0.0178680101493512
5 14 0.30  0.343113441991859  0.00865900654195122
5 14 0.35  0.244546061318901  0.00385518639244739
5 14 0.40  0.181959703587176  0.00254848533299969
5 14 0.45  0.142858095995689  0.00289392193007975
5 14 0.50  0.117841209283099  0.0030204626677581
5 14 0.55  0.100731419485035  0.00278326036609917
5 14 0.60  0.0880896609403028  0.00236830666177656
5 14 0.65  0.0781542584813594  0.00191652331575167
5 14 0.70  0.0700214236512503  0.00150047140971933
5 14 0.75  0.0632023740389  0.00114878527232759
5 14 0.80  0.0574089458469677  0.000866665528688256
5 14 0.85  0.0524542566283768  0.000648193604968644
5 14 0.90  0.0482039288074413  0.000483124325833627
5 14 0.95  0.0445524928487205  0.000360484315178857
5 14 1.00  0.0414120237068585  0.00027031739553923
