

4 8 0.20  2.00486976822569  0.250507038809205
4 8 0.40  0.769463106359036  0.0811469546117578
4 8 0.60  0.3756459183552  0.0319371291854608
4 8 0.80  0.20288963148443  0.0123427995362854
4 8 1.00  0.124764351103115  0.00413756372594936
4 8 1.20  0.0892184968916997  0.00111305769903966
4 8 1.40  0.0708447423632592  0.000216941938128312
4 8 1.60  0.0597987189222259  4.23196602676267e-06
4 8 1.80  0.0524468380115784  4.60392464278493e-05
4 8 2.00  0.047223231352088  4.54997534151261e-05
4 8 2.20  0.0433337670524342  3.71986953062891e-05
4 8 2.40  0.0403299401022047  2.91629122745243e-05
4 8 2.60  0.0379402889279144  2.28080739678523e-05
4 8 2.80  0.0359920716593401  1.80251830943311e-05
4 8 3.00  0.0343708699528334  1.44508095914078e-05
4 8 3.20  0.0329982844931962  1.17584568448932e-05
4 8 3.40  0.0318189960203222  9.703350151746e-06
4 8 3.60  0.0307929539830933  8.11121021683124e-06
4 8 3.80  0.0298904968889436  6.8594177039181e-06
4 8 4.00  0.0290892112711336  5.86137967749003e-06
4 8 4.20  0.0283718546451995  5.05530818593271e-06
4 8 4.40  0.0277249485253811  4.39653364217206e-06
4 8 4.60  0.0271378043093964  3.85230761293827e-06
4 8 4.80  0.0266018353834292  3.39828448718438e-06
4 8 5.00  0.0261100625321032  3.01612038815473e-06
4 8 5.20  0.0256567524473814  2.69181648833542e-06
4 8 5.40  0.0252371495253967  2.41456128175051e-06
4 8 5.60  0.0248472741167125  2.17591139724966e-06
4 8 5.80  0.0244837688317211  1.96920404409847e-06
4 8 6.00  0.0241437800783915  1.78913062119494e-06


4 12 0.20  1.05980013158645  0.0685222661555145
4 12 0.40  0.363250348261788  0.0135478883138231
4 12 0.60  0.166230794969218  0.00177147812782362
4 12 0.80  0.100065664512869  0.00145482471865079
4 12 1.00  0.0720907262502958  0.00104796152663782
4 12 1.20  0.0563391254322592  0.000554064998244215
4 12 1.40  0.0462992951155935  0.000277794062922939
4 12 1.60  0.0395571716588208  0.000144618989082112
4 12 1.80  0.0348481221523507  8.06119043803797e-05
4 12 2.00  0.0314325483716377  4.83155939245762e-05
4 12 2.20  0.0288656776560163  3.0943521054007e-05
4 12 2.40  0.0268744516582496  2.09788869383186e-05
4 12 2.60  0.0252867300807996  1.49164023357289e-05
4 12 2.80  0.0239906789451955  1.10315922935226e-05
4 12 3.00  0.0229113899147748  8.42799474442548e-06
4 12 3.20  0.0219972084838655  6.61457841418851e-06
4 12 3.40  0.0212115476699967  5.30920194624936e-06
4 12 3.60  0.0205278556104504  4.34261105432244e-06
4 12 3.80  0.0199264374895921  3.6092840467823e-06
4 12 4.00  0.0193923955028783  3.04113593146279e-06
4 12 4.20  0.0189142606136129  2.59287328552486e-06
4 12 4.40  0.0184830628396356  2.23353280220967e-06
4 12 4.60  0.0180916862149031  1.94142666869016e-06
4 12 4.80  0.0177344125906412  1.70103023037692e-06
4 12 5.00  0.0174065932702003  1.50101177683198e-06
4 12 5.20  0.0171044088125462  1.33295396940242e-06
4 12 5.40  0.0168246907108837  1.19050470493083e-06
4 12 5.60  0.0165647871899853  1.0688014939846e-06
4 12 5.80  0.0163224609306695  9.64073425534039e-07
4 12 6.00  0.0160958102173137  8.73361489363855e-07


4 16 0.20  0.730094517213975  0.0375033294352275
4 16 0.40  0.218474284069147  0.00400356023515896
4 16 0.52  0.134558897835607  0.00198375211748346
4 16 0.54  0.126364796710078  0.00205164071715405
4 16 0.56  0.119181190976083  0.00210664416218295
4 16 0.58  0.112840461190416  0.00213705733175819
4 16 0.60  0.107204218325385  0.00214029847446842
4 16 0.62  0.102154160748776  0.00211814036390287
